0, 0
0.00025, 0
0.0005, 0
0.00075, 0
0.001, 0
0.00125, 0
0.0015, 0
0.00175, 0
0.002, 0
0.00225, 0
0.0025, 0
0.00275, 0
0.003, 0
0.00325, 0
0.0035, 0
0.00375, 0
0.004, 0
0.00425, 0
0.0045, 0
0.00475, 0
0.005, -0.00025025
0.00525, -0.000259668
0.0055, -0.000269556
0.00575, -0.000279943
0.006, -0.00029086
0.00625, -0.000302341
0.0065, -0.00031442
0.00675, -0.000327137
0.007, -0.000340532
0.00725, -0.00035465
0.0075, -0.000369538
0.00775, -0.000385246
0.008, -0.00040183
0.00825, -0.000419348
0.0085, -0.000437864
0.00875, -0.000457445
0.009, -0.000478166
0.00925, -0.000500104
0.0095, -0.000523345
0.00975, -0.000547979
0.01, -0.000574103
0.01025, -0.000601823
0.0105, -0.00063125
0.01075, -0.000662505
0.011, -0.000695717
0.01125, -0.000731021
0.0115, -0.000768564
0.01175, -0.0008085
0.012, -0.000850992
0.01225, -0.000896212
0.0125, -0.00094434
0.01275, -0.000995561
0.013, -0.00105007
0.01325, -0.00110806
0.0135, -0.00116972
0.01375, -0.00123525
0.014, -0.00130483
0.01425, -0.00137863
0.0145, -0.0014568
0.01475, -0.00153944
0.015, -0.00162663
0.01525, -0.00171836
0.0155, -0.00181457
0.01575, -0.00191508
0.016, -0.00201959
0.01625, -0.00212767
0.0165, -0.0022387
0.01675, -0.00235185
0.017, -0.00246608
0.01725, -0.00258009
0.0175, -0.00269235
0.01775, -0.00280103
0.018, -0.0029041
0.01825, -0.00299931
0.0185, -0.00308428
0.01875, -0.00315658
0.019, -0.00321383
0.01925, -0.00325381
0.0195, -0.00327462
0.01975, -0.00327477
0.02, -0.00325325
0.02025, -0.00320966
0.0205, -0.00314418
0.02075, -0.00305756
0.021, -0.00295106
0.02125, -0.00282635
0.0215, -0.0026854
0.02175, -0.00253035
0.022, -0.00236336
0.02225, -0.00218659
0.0225, -0.002002
0.02275, -0.00181138
0.023, -0.00161628
0.02325, -0.00141798
0.0235, -0.0012175
0.02375, -0.00101565
0.024, -0.000812987
0.02425, -0.000609907
0.0245, -0.000406646
0.02475, -0.000203328
0.025, 0
0.02525, 0.000203328
0.0255, 0.000406646
0.02575, 0.000609907
0.026, 0.000812987
0.02625, 0.00101565
0.0265, 0.0012175
0.02675, 0.00141798
0.027, 0.00161628
0.02725, 0.00181138
0.0275, 0.002002
0.02775, 0.00218659
0.028, 0.00236336
0.02825, 0.00253035
0.0285, 0.0026854
0.02875, 0.00282635
0.029, 0.00295106
0.02925, 0.00305756
0.0295, 0.00314418
0.02975, 0.00320966
0.03, 0.00325325
0.03025, 0.00327477
0.0305, 0.00327462
0.03075, 0.00325381
0.031, 0.00321383
0.03125, 0.00315658
0.0315, 0.00308428
0.03175, 0.00299931
0.032, 0.0029041
0.03225, 0.00280103
0.0325, 0.00269235
0.03275, 0.00258009
0.033, 0.00246608
0.03325, 0.00235185
0.0335, 0.0022387
0.03375, 0.00212767
0.034, 0.00201959
0.03425, 0.00191508
0.0345, 0.00181457
0.03475, 0.00171836
0.035, 0.00162663
0.03525, 0.00153944
0.0355, 0.0014568
0.03575, 0.00137863
0.036, 0.00130483
0.03625, 0.00123525
0.0365, 0.00116972
0.03675, 0.00110806
0.037, 0.00105007
0.03725, 0.000995561
0.0375, 0.00094434
0.03775, 0.000896212
0.038, 0.000850992
0.03825, 0.0008085
0.0385, 0.000768564
0.03875, 0.000731021
0.039, 0.000695717
0.03925, 0.000662505
0.0395, 0.00063125
0.03975, 0.000601823
0.04, 0.000599103
0.04025, 0.000547979
0.0405, 0.000523345
0.04075, 0.000500104
0.041, 0.000478166
0.04125, 0.000457445
0.0415, 0.000437864
0.04175, 0.000419348
0.042, 0.00040183
0.04225, 0.000385246
0.0425, 0.000369538
0.04275, 0.00035465
0.043, 0.000340532
0.04325, 0.000327137
0.0435, 0.00031442
0.04375, 0.000302341
0.044, 0.00029086
0.04425, 0.000279943
0.0445, 0.000269556
0.04475, 0.000259668
0.045, 0
