0, -0.000263744
0.00025, -0.000273669
0.0005, -0.000284091
0.00075, -0.000295038
0.001, -0.000306544
0.00125, -0.000318643
0.0015, -0.000331374
0.00175, -0.000344777
0.002, -0.000358894
0.00225, -0.000373773
0.0025, -0.000389463
0.00275, -0.000406019
0.003, -0.000423497
0.00325, -0.00044196
0.0035, -0.000461474
0.00375, -0.000482111
0.004, -0.000503949
0.00425, -0.000527071
0.0045, -0.000551564
0.00475, -0.000577526
0.005, -0.000605059
0.00525, -0.000634274
0.0055, -0.000665288
0.00575, -0.000698228
0.006, -0.00073323
0.00625, -0.000770438
0.0065, -0.000810006
0.00675, -0.000852095
0.007, -0.000896878
0.00725, -0.000944537
0.0075, -0.00099526
0.00775, -0.00104924
0.008, -0.00110669
0.00825, -0.0011678
0.0085, -0.00123279
0.00875, -0.00130185
0.009, -0.00137519
0.00925, -0.00145297
0.0095, -0.00153535
0.00975, -0.00162245
0.01, -0.00171433
0.01025, -0.00181101
0.0105, -0.00191241
0.01075, -0.00201834
0.011, -0.00212849
0.01125, -0.0022424
0.0115, -0.00235941
0.01175, -0.00247866
0.012, -0.00259905
0.01225, -0.00271922
0.0125, -0.00283752
0.01275, -0.00295206
0.013, -0.00306069
0.01325, -0.00316103
0.0135, -0.00325059
0.01375, -0.00332679
0.014, -0.00338712
0.01425, -0.00342926
0.0145, -0.0034512
0.01475, -0.00345135
0.015, -0.00342867
0.01525, -0.00338273
0.0155, -0.00331372
0.01575, -0.00322243
0.016, -0.00311019
0.01625, -0.00297875
0.0165, -0.0028302
0.01675, -0.00266678
0.017, -0.0024908
0.01725, -0.00230449
0.0175, -0.00210995
0.01775, -0.00190906
0.018, -0.00170343
0.01825, -0.00149444
0.0185, -0.00128315
0.01875, -0.00107041
0.019, -0.000856825
0.01925, -0.000642794
0.0195, -0.000428573
0.01975, -0.000214291
0.02, 0
0.02025, 0.000214291
0.0205, 0.000428573
0.02075, 0.000642794
0.021, 0.000856825
0.02125, 0.00107041
0.0215, 0.00128315
0.02175, 0.00149444
0.022, 0.00170343
0.02225, 0.00190906
0.0225, 0.00210995
0.02275, 0.00230449
0.023, 0.0024908
0.02325, 0.00266678
0.0235, 0.0028302
0.02375, 0.00297875
0.024, 0.00311019
0.02425, 0.00322243
0.0245, 0.00331372
0.02475, 0.00338273
0.025, 0.00342867
0.02525, 0.00345135
0.0255, 0.0034512
0.02575, 0.00342926
0.026, 0.00338712
0.02625, 0.00332679
0.0265, 0.00325059
0.02675, 0.00316103
0.027, 0.00306069
0.02725, 0.00295206
0.0275, 0.00283752
0.02775, 0.00271922
0.028, 0.00259905
0.02825, 0.00247866
0.0285, 0.00235941
0.02875, 0.0022424
0.029, 0.00212849
0.02925, 0.00201834
0.0295, 0.00191241
0.02975, 0.00181101
0.03, 0.00171433
0.03025, 0.00162245
0.0305, 0.00153535
0.03075, 0.00145297
0.031, 0.00137519
0.03125, 0.00130185
0.0315, 0.00123279
0.03175, 0.0011678
0.032, 0.00110669
0.03225, 0.00104924
0.0325, 0.00099526
0.03275, 0.000944537
0.033, 0.000896878
0.03325, 0.000852095
0.0335, 0.000810006
0.03375, 0.000770438
0.034, 0.00073323
0.03425, 0.000698228
0.0345, 0.000665288
0.03475, 0.000634274
0.035, 0.000605059
0.03525, 0.000577526
0.0355, 0.000551564
0.03575, 0.000527071
0.036, 0.000503949
0.03625, 0.000482111
0.0365, 0.000461474
0.03675, 0.00044196
0.037, 0.000423497
0.03725, 0.000406019
0.0375, 0.000389463
0.03775, 0.000373773
0.038, 0.000358894
0.03825, 0.000344777
0.0385, 0.000331374
0.03875, 0.000318643
0.039, 0.000306544
0.03925, 0.000295038
0.0395, 0.000284091
0.03975, 0.000273669
0.04, 2.5e-05
0.04025, 0
0.0405, 0
0.04075, 0
0.041, 0
0.04125, 0
0.0415, 0
0.04175, 0
0.042, 0
0.04225, 0
0.0425, 0
0.04275, 0
0.043, 0
0.04325, 0
0.0435, 0
0.04375, 0
0.044, 0
0.04425, 0
0.0445, 0
0.04475, 0
0.045, 0
