0,0,0
5e-07,0.02,0
1e-06,0.02,0
1.5e-06,0.02,0
2e-06,0.02,0
2.5e-06,0.02,0
3e-06,0.02,0
3.5e-06,0.02,0
4e-06,0.02,0
4.5e-06,0.02,0
5e-06,0.02,0
5.5e-06,0.02,0
6e-06,0.02,0
6.5e-06,0.02,0
7e-06,0.02,0
7.5e-06,0.02,0
8e-06,0.02,0
8.5e-06,0.02,0
9e-06,0.02,0
9.5e-06,0.02,0
1e-05,0.02,0
1.05e-05,0.02,0
1.1e-05,0.02,0
1.15e-05,0.02,0
1.2e-05,0.02,0
1.25e-05,0.02,0
1.3e-05,0.02,0
1.35e-05,0.02,0
1.4e-05,0.02,0
1.45e-05,0.02,0
1.5e-05,0.02,0
1.55e-05,0.02,0
1.6e-05,0.02,0
1.65e-05,0.02,0
1.7e-05,0.02,0
1.75e-05,0.02,0
1.8e-05,0.02,0
1.85e-05,0.02,0
1.9e-05,0.02,0
1.95e-05,0.02,0
2e-05,0.02,0
2.05e-05,0.02,0
2.1e-05,0.02,0
2.15e-05,0.02,0
2.2e-05,0.02,0
2.25e-05,0.02,0
2.3e-05,0.02,0
2.35e-05,0.02,0
2.4e-05,0.02,0
2.45e-05,0.02,0
2.5e-05,0.02,0
2.55e-05,0.02015,0.00337239
2.6e-05,0.02025,0.00365315
2.65e-05,0.0204,0.000655132
2.7e-05,0.0205,0.00539776
2.75e-05,0.02065,0.000508946
2.8e-05,0.02075,0.00412153
2.85e-05,0.0209,0.00392797
2.9e-05,0.021,0.00106183
2.95e-05,0.0211,0.000982643
3e-05,0.0212,0.00218133
3.05e-05,0.02135,0.0106892
3.1e-05,0.0214,0.00200618
3.15e-05,0.0215,0.000645779
3.2e-05,0.0216,0.0015338
3.25e-05,0.0217,0.00449573
3.3e-05,0.02175,0.00633353
3.35e-05,0.02185,0.0021927
3.4e-05,0.02195,0.00258059
3.45e-05,0.022,0.00718171
3.5e-05,0.0221,0.00153151
3.55e-05,0.0222,0.00453912
3.6e-05,0.02225,0.00451458
3.65e-05,0.02235,0.00204539
3.7e-05,0.0224,0.00678164
3.75e-05,0.0225,2.07566e-08
3.8e-05,0.0226,0.00678168
3.85e-05,0.02265,0.00204535
3.9e-05,0.02275,0.00235677
3.95e-05,0.0228,0.00453908
4e-05,0.0229,0.00153155
4.05e-05,0.023,0.00134193
4.1e-05,0.02305,0.00258055
4.15e-05,0.02315,0.00219274
4.2e-05,0.02325,0.00633357
4.25e-05,0.0233,0.00449568
4.3e-05,0.0234,0.00153376
4.35e-05,0.0235,0.000645823
4.4e-05,0.0236,0.00121408
4.45e-05,0.0237,0.00252238
4.5e-05,0.0238,0.00218138
4.55e-05,0.0239,0.000982689
4.6e-05,0.024,0.00106179
4.65e-05,0.0241,0.00392792
4.7e-05,0.02425,0.00412157
4.75e-05,0.02435,0.000508899
4.8e-05,0.0245,0.00539781
4.85e-05,0.0246,0.000655084
4.9e-05,0.02475,0.0036532
4.95e-05,0.02485,0.00337234
5e-05,0.025,4.90557e-08
5.05e-05,0.02515,0.00337239
5.1e-05,0.02525,0.00365315
5.15e-05,0.0254,0.000655132
5.2e-05,0.0255,0.00539776
5.25e-05,0.02565,0.000508946
5.3e-05,0.02575,0.00412153
5.35e-05,0.0259,0.00392797
5.4e-05,0.026,0.00106183
5.45e-05,0.0261,0.000982643
5.5e-05,0.0262,0.00218133
5.55e-05,0.0263,0.00252234
5.6e-05,0.0264,0.00200618
5.65e-05,0.0265,0.000645779
5.7e-05,0.0266,0.0015338
5.75e-05,0.0267,0.00449573
5.8e-05,0.02675,0.00633353
5.85e-05,0.02685,0.0021927
5.9e-05,0.02695,0.00258059
5.95e-05,0.027,0.00718171
6e-05,0.0271,0.00153151
6.05e-05,0.0272,0.00453912
